"title","description","rating","year","tags","cover"
"Don’t You Like Me (Novel)","Lin Feiran was always the center of attention, but after transferring in his second year of high school, he discovered that his limelight was snatched by his Adonis classmate, Gu Kaifeng. Resentful, and he and Gu Kaifeng became archnemesis (one-sidedly). Although the two lived together, they were like strangers. When Lin Feiran went back home to attend his grandfather’s funeral, he accidentally inherited the Yin-Yang eyes that had been passed down from generation to generation. After gaining the ability to see ghosts, the timid Lin Feiran discovered that his two-person dormitory is haunted. Because of Gu Kaifeng’s innate body constitution, he possessed an abundant amount of Yang energy. Lin found that whenever he touched Gu Kaifeng, his energy could temporarily disable Yin-Yang eyes. A light touch would disable it for five minutes, a kiss for an hour, and so on…",4.5,2017,"['BL', 'Fantasy', 'Manhua', 'Romance', 'Web Novels', 'Yaoi', 'Ghosts', 'Roommates', 'School Life', 'Supernatural', 'Transfer Students']","https://cdn.anime-planet.com/manga/primary/dont-you-like-me-novel-1-190x263.jpg?t=1625922239"
"After the Curtain Call","Soyoung is devastated when her favorite musical actor is swallowed up by the world of TV. Just after she quits supporting him, she discovers charismatic actress Jaeyi in a theater performance of ""Macbeth"" and becomes a fan at first sight. By meeting Jaeyi after her shows and even doing her a favor, Soyoung goes from a mere fan to her good friend. But when Jaeyi has to work with celebrity actress Hyesun, who she has a troubled past with, it unexpectedly sours their friendship. All Soyoung wanted was to support her favorite actress... so why does this new development bother her so much?",4.5,2020,"['Comedy', 'GL', 'Manhwa', 'Romance', 'Shoujo-ai', 'Webtoons', 'Full Color']","https://cdn.anime-planet.com/manga/primary/after-the-curtain-call-1-190x266.jpg?t=1625929129"
"Last Game","He's rich, he's smart, girls gather around him all the time, and he has always gotten first place on his exams... well, until Kujou transferred in his primary school class. She was quiet, plain, and poor, yet not once has she failed at beating Yanagi, both in academics and sports! Yanagi has made it his life goal to defeat this girl Kujou. Over the past ten years, Yanagi has followed her from elementary to middle school, from middle school to high school and even from high school to college to defeat her. Only when he decides to change the rules might he finally win! This is the story of their last game.",4.5,2011,"['Comedy', 'Romance', 'Shoujo', 'Adult Couples', 'Childhood Friends', 'College', 'Mature Romance', 'School Club', 'School Life']","https://cdn.anime-planet.com/manga/primary/last-game-1-190x298.jpg?t=1625910404"
"My Next Life as a Villainess: All Routes Lead to Doom!","At the age of eight, Katarina, a girl of noble birth in another world, has an accident that unlocks her memories–of playing an otome game that’s exactly like the life she’s living now. There’s one problem: she realizes that she’s playing the role of the villainess, and only bad endings await her! What will it take for her to “break the game” and live a happy life?",4.5,2017,"['Comedy', 'Fantasy', 'Josei', 'Reverse Harem', 'Romance', 'Slice of Life', 'Isekai', 'Magic', 'Nobility', 'Otome Game', 'Person in a Strange World', 'Reincarnation', 'Villainess', 'Adapted to Anime', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/my-next-life-as-a-villainess-all-routes-lead-to-doom-1-190x268.jpg?t=1625916775"
"Dragon Ball","Meet a naive young monkey-tailed boy named Goku, whose quiet life changes when he meets Bulma, a girl who is on a quest to collect seven ""Dragon Balls."" If she gathers them all, an incredibly powerful dragon will appear and grant her one wish. But the precious orbs are scattered all over the world, and Bulma needs Goku's help (and his super-strength)! With a magic staff for a weapon and a flying cloud for a ride, Goku sets out on the adventure of a lifetime…",4.5,1984,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Martial Arts', 'Overpowered Main Characters', 'Nudity', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/dragon-ball-1-190x285.jpg?t=1625908149"
"Claymore","In a land overrun by yoma - monsters that feed upon human innards and take on the appearance and memories of their victims - humans are little more than cattle awaiting slaughter. The only opposition to the yoma is The Organization, a group led by a council of mysterious men who send out their all-female warriors (known as claymores) to do their bidding. However, The Organization is not charitable; a town must pay an exorbitant fee for their services. Likewise, many of the claymores care little for those who they protect. Clare, the lowest ranked claymore, lives only so that she may one day avenge her mentor.",4.5,2001,"['Action', 'Fantasy', 'Mystery', 'Shounen', 'Dark Fantasy', 'Medieval', 'Monsters', 'Non-Human Protagonists', 'Swordplay', 'Explicit Violence', 'Nudity', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/claymore-1-190x285.jpg?t=1625907644"
"Sweat and Soap","Yae's living her dream, working at the toiletry maker Lilia Drop. Little do her coworkers know, the reason she loves the company so much is that she's ashamed of her body odor, and their soap is the only thing that does the trick. So when the company's lead product developer, a perfuming genius, approaches her in the lobby and wonders what ""that smell"" is, she's terrified... but could it be... that he likes it? And, even more surprising to Yae... does she like him?",4.5,2018,"['Comedy', 'Romance', 'Seinen', 'Slice of Life', 'Adult Couples', 'Coworkers', 'Mature Romance', 'Work Life', 'Bullying', 'Emotional Abuse', 'Sexual Content']","https://cdn.anime-planet.com/manga/primary/sweat-and-soap-1-190x272.jpg?t=1625919648"
"Raise wa Tanin ga Ii","Yoshino grew up as the yakuza princess of the Osaka Somei crime family. Everyone left her alone due to her sharp gaze and mobster ties. But when her grandfather signs a truce with the Tokyo-based Miyama crime family, she’s offered for betrothal to the Miyama leader’s grandson, Kirishima. At first, Kirishima seems amiable and polite–but when he shows his dark side, he proves to be more disturbing than any gangster Yoshino has ever met. This engagement is sure to be a wild ride for a tough yakuza princess and her twisted yakuza prince!",4.5,2017,"['Drama', 'Romance', 'Seinen', 'Arranged Marriage', 'Gangs', 'School Life', 'Yakuza']","https://cdn.anime-planet.com/manga/primary/raise-wa-tanin-ga-ii-1-190x270.jpg?t=1625916898"
"The Royal Tutor","Accepting the post of Royal Tutor at the court of the king of Grannzreich, Heine Wittgenstein is a little professor with a big job ahead! Each of the kingdom’s four princes has a rather distinct personality. Does their diminutive new instructor have what it takes to lay down some learning? It’s a comedy of educational proportions!",4.5,2013,"['Comedy', 'Drama', 'Shounen', 'Historical', 'Royalty', 'Teaching', 'Tutors', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/the-royal-tutor-1-190x285.jpg?t=1625913677"
"Masters of Lightning Knives","A young orphan was alone in the world until he meets the master of a secret form of martial arts. To learn these otherworldly techniques, he will need to endure years of his sadistic teacher’s grueling and weird training. But why does he have to do laundry, cook meals, or play instruments to learn martial arts anyway?! If he can survive long enough (and if his massive ego doesn’t get in the way), he just might be able to wield the unstoppable lightning knives. Will he make the cut or be sliced down to size?",4.5,2019,"['Adventure', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color']","https://cdn.anime-planet.com/manga/primary/masters-of-lightning-knives-1-285x399.jpg?t=1633027789"
"Koori no Mamono no Monogatari","Ishuca is a man who has been told he is going to die. So as to not disturb anyone, he travels to a remote cave where he encounters an ancient demon known as Blood; trapped in the ice for centuries, Blood is about to eat Ishuca when the man offers his body to the demon. While Ishuca then dies naturally, Blood is so touched by the man's kindness that he inadvertently revives him with his tears. Together, the two set off on a grand adventure and unintentionally try to breach the rift between humans and demons; for they are not as different as they may seem to be.",4.5,1996,"['Adventure', 'BL', 'Comedy', 'Drama', 'Fantasy', 'Mystery', 'Shoujo', 'Shounen-ai', 'Adult Couples', 'Demons', 'Interspecies Relationship', 'Mature Romance', 'Non-Human Protagonists', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/koori-no-mamono-no-monogatari-1-285x416.webp?t=1641870681"
"The Great Cleric","One man’s story of turning blood, sweat, and tears into a successful living—literally! After his untimely death as the hardest-working salary man in Japan, Luciel is reincarnated into the magical fantasy world Galdardia. Always the man with a plan, he recreates himself to be a healer, and sets about making his way in the world. But while Luciel knows a thing or two about making money, he knows absolutely nothing about Galdardia. Will his good heart and great work ethic be enough to make him…The Great Cleric?",4.5,2017,"['Adventure', 'Fantasy', 'Isekai', 'Magic', 'Person in a Strange World', 'Reincarnation', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/the-great-cleric-1-190x271.jpg?t=1625922688"
"Rosario + Vampire Season II","Tsukune, Moka, Yukari and the others are back, and ready for more adventures at the Youkai Academy. After hunting down a doppelganger, exposing a serial prankster and even dealing with the hassle of joining school clubs, things take a serious turn for the worse: an evil human organization threatens the sanctity of the monster haven, using an innocent girl in the process! With Moka's vampire blood now running through Tsukune's veins and a limiter keeping him from turning into a ghoul, plenty of Moka's sisters now in the picture and a conspiracy around the corner, this year at Youkai Academy will prove to be the most dangerous yet!",4.5,2007,"['Action', 'Comedy', 'Drama', 'Ecchi', 'Harem', 'Shounen', 'Interspecies Relationship', 'Monsters', 'Monster School', 'Non-Human Protagonists', 'Panty Shots', 'Split Personality', 'Succubus', 'Supernatural', 'Vampires', 'Witches', 'Nudity']","https://cdn.anime-planet.com/manga/primary/rosario-plus-vampire-season-ii-1-190x285.jpg?t=1625908089"
"JoJo's Bizarre Adventure Part 3: Stardust Crusaders","In a Japanese jail sits 17-year-old Jotaro Kujo: punk, fighter, delinquent...and possessed by a force beyond his control! Around the world, evil spirits are awakening: ""Stands,"" monstrous invisible creatures which give their bearers incredible powers. To save his mother's life, Jotaro must tame his dark forces and travel around the world to Cairo, Egypt, where a hundred-year-old vampire thirsts for the blood of his family. But the road is long, and an army of evil Stand Users waits to kill JoJo and his friends...",4.5,1989,"['Action', 'Shounen', 'Hand to Hand Combat', 'Proxy Battles', 'Supernatural', 'Vampires', 'Explicit Violence', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/jojos-bizarre-adventure-stardust-crusaders-1-190x281.jpg?t=1625909519"
"Wake Up, Sleeping Beauty","High schooler Tetsu Misato is hardworking, frugal, and easily scared, but he commits to a part-time job at the mansion on the hill—the one that’s rumored to be haunted. As he toils away, he notices a building separate from the estate, and the mysterious girl who lives within it: Shizu Karasawa. Tetsu slowly becomes enchanted by Shizu’s lonely smile, but by their second encounter, he quickly finds himself in over his head. There’s an unsettling feeling he can’t quite shake, but there’s love there, too.",4.5,2014,"['Drama', 'Romance', 'Shoujo', 'Slice of Life', 'Ghosts', 'Mansion', 'Psychological', 'Split Personality', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/wake-up-sleeping-beauty-1-190x271.jpg?t=1625914024"
"Please Don’t Come To The Villainess’ Stationery Store","“A useless thing like you has no value in our family. Take this money and leave immediately!” “Yes! Goodbye!” She became the incompetent villainess who commits wrongdoings in order to earn the love of her fiance, the male lead. Her reputation was already at rock bottom and the main characters, who can’t live without each other, are having an affair. “Getting kicked out and receiving money is good enough!” So after she was kicked out, she set up a stationery store in front of a school. She reminisces of snacks, beer candy, and even bubbles! Just you wait, kids! But… somehow her young customers are a little weird? “I’ll find you a handsome and modest man, and not someone who has an affair like my brother!” “Ha, then what about my brother, the crown prince?” The great magic swordsman, the next crown prince, the villainous tower master, and finally, the hidden villain...",4.5,2022,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Nobility', 'Person in a Strange World', 'Transported Into a Novel', 'Villainess', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/please-dont-come-to-the-villainess-stationery-store-1-285x385.webp?t=1648405643"
"Neon Genesis Evangelion","It is the year 2015, and Tokyo-3 is under attack by the Angels. With fifteen years of relative peace disrupted, mankind faces its toughest enemy. Summoned by his father to NERV headquarters, Shinji Ikari finds himself tasked with having to pilot an Evangelion - a powerful weapon which is humanity's only chance of defeating the Angels. As well as having to shoulder the burden of protecting a city, Shinji must struggle with school, his father and his fellow pilots as well as himself. But will he even be able to survive his first encounter against the enemy?",4.5,1994,"['Mecha', 'Sci Fi', 'Shounen', 'Loneliness', 'Military', 'Post-apocalyptic', 'Psychological', 'Super Robot', 'Violence', 'Based on an Anime']","https://cdn.anime-planet.com/manga/primary/neon-genesis-evangelion-1-190x285.jpg?t=1625907657"
"Tensei Shite High Elf ni Narimashita ga, Slow Life wa 120-nen de Akimashita","With a lifespan of a thousand years, the eccentric high elf embarks on a journey at will. 120 years after he became conscious of his memories of his previous life, Acer got tired of living in a dull forest.""Well, I don't want to live as a High Elf anymore. This life isn't for me.""If you have a long life anyway, you should go out and experience a lot of things! So instead I became a disciple of Dwarves who were interested in blacksmithing and didn't get along well with him, waved my sword in the dojo, visited distant port towns to eat seafood, and sometimes helped people in need. The whimsical high elf thus begins his free-spirited journey. ",4.5,2021,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Slice of Life', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/tensei-shite-high-elf-ni-narimashita-ga-slow-life-wa-120-nen-de-akimashita-1-285x405.webp?t=1644805401"
"Library Wars: Love & War","Iku Kasahara has dreamed of joining the Library Forces ever since one of its soldiers stepped in to protect her favorite book from being confiscated in a bookstore when she was younger. But now that she's finally a recruit, she's finding her dream job to be a bit of a nightmare. Especially since her hard-hearted drill instructor seems to have it in for her!",4.5,2007,"['Action', 'Comedy', 'Drama', 'Romance', 'Sci Fi', 'Shoujo', 'Library', 'Based on a Light Novel']","https://cdn.anime-planet.com/manga/primary/library-wars-love-and-war-1-190x285.jpg?t=1625909383"
"Tokyo Ghoul:re","Haise Sasaki has been tasked with teaching Qs Squad how to be outstanding investigators, but his assignment is complicated by the troublesome personalities of his students and his own uncertain grasp of his Ghoul powers. Can he pull them together as a team, or will Qs Squad first assignment be their last?",4.5,2014,"['Action', 'Drama', 'Horror', 'Seinen', 'Detectives', 'Human Experimentation', 'Police', 'Psychological', 'Supernatural', 'Thriller', 'Cannibalism', 'Explicit Violence', 'Mature Themes', 'Nudity', 'Physical Abuse', 'Sexual Content', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/tokyo-ghoul-re-1-190x273.jpg?t=1625913321"
"The Art of Taming His Husband","Having a two-faced bitch as a rival in love isn’t scary. What’s scary is that the bitch has the upper hand—reincarnating as his little brother! Due to his little brother, his lover cheated on him, his grandfather suffered a violent death, his family business was taken over, and on top of all that he was framed and thrown into prison. Just as he thought he’d hit bottom, he somehow got laid by a man and became pregnant on the night before his release. After he got out of prison, he came back anew; he opened a restaurant, engaged in cultivation, and made a fortune while raising his child. He lived a vibrant life, but certainly didn’t forget to seek revenge…",4.5,2020,"['BL', 'Comedy', 'Drama', 'Fantasy', 'Manhua', 'Shounen-ai', 'Full Color', 'Prison', 'Reincarnation']","https://cdn.anime-planet.com/manga/primary/the-art-of-taming-his-husband-1-190x266.jpg?t=1625927171"
"Higurashi When They Cry: Cotton Drifting Arc","The year is 1983 and the place is Hinamizawa, a sleepy countryside village far from the rest of civilization. Keiichi has just moved to the town with his parents and quickly makes new friends in Rena, Mion and a few other girls. But soon Keiichi discovers that there's a hidden, brutally violent and murderous past to Hinamizawa that its residents keep secretive to outsiders. The town's dark past and bloodshed play through once more, this time with the introduction of Shion, Mion's sister; and insights from Rika, a young girl who may know too much...",4.5,2005,"['Horror', 'Mystery', 'Shounen', 'Curse', 'Psychological', 'Violence', 'Based on a Doujinshi', 'Based on a Visual Novel']","https://cdn.anime-planet.com/manga/primary/higurashi-when-they-cry-cotton-drifting-arc-1-190x285.jpg?t=1625907652"
"The Promised Neverland: Norman Kara no Tegami (Light Novel)","This entry currently doesn't have a synopsis. Check back soon!",4.5,2018,"['Horror', 'Light Novels', 'Mystery', 'Sci Fi', 'Based on a Manga']","https://cdn.anime-planet.com/manga/primary/the-promised-neverland-norman-kara-no-tegami-light-novel-1-190x297.jpg?t=1625918806"
"Tsuredure Children","This manga is for those of you who just can't seem to say, ""I love you."" Toshiya Wakabayashi's acclaimed school-romance is jam-packed with frustration, embarrassment, and awkwardness! ",4.5,2012,"['4-koma', 'Comedy', 'Romance', 'Shounen', 'Episodic', 'Romantic Comedy', 'School Life', 'Slapstick', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/tsuredure-children-1-190x271.jpg?t=1625914076"
"Jack: The American Ghost - Part 2","Second season of Jack: The American Ghost.",4.5,2015,"['Drama', 'Horror', 'Manhwa', 'Romance', 'Webtoons', 'Deal with the Devil', 'Full Color', 'Ghosts', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/jack-the-american-ghost-part-2-1-190x255.jpg?t=1625913831"
"Fangs","Bitten by a vampire at a club, nineteen-year-old En barely survived. Taken under the wing of Ichii — a member of the health and welfare division of the vampire rights organization known as FANGS — En learns he's to be taught about this new ""world"" he must survive in. In order to control the urge to suck blood and attack innocents, FANGS established a ""pairing system"", where two vampires support one another with regular meals. As a young, virginal vampire, En is highly sought after by many senior vamps. That is, until he declares his intention to pair with his guardian, Ichii...",4.5,2019,"['BL', 'Yaoi', 'Non-Human Protagonists', 'Supernatural', 'Vampires', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/fangs-1-190x286.jpg?t=1625927674"
"D.Gray-Man","Allen Walker is not your average fifteen-year-old boy - he is an exorcist and a member of the Black Order, an organization charged by the Church with the elimination of Akuma. The Akuma are the minions of The Millenium Earl - an evil demon-like entity intending to cleanse the world by destroying the entire human race in the manner of Noah's great flood. Allen and the other exorcists are special people who are compatible with a substance named Innocence, which allows them to form Anti-Akuma weapons; and as such Exorcists are the only ones capable of fighting the Akuma. Allen and his friends must battle to save humanity from the Akuma and Earl's evil plans.",4.5,2004,"['Action', 'Adventure', 'Comedy', 'Drama', 'Shounen', 'Afterlife', 'Demons', 'Europe', 'Exorcists', 'Monsters', 'Supernatural', 'Superpowers', 'Animal Abuse', 'Mature Themes', 'Violence', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/dgray-man-1-285x429.jpg?t=1634713173"
"The Rising of the Shield Hero (Light Novel)","Naofumi Iwatani, an uncharismatic Otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!",4.5,2013,"['Action', 'Adventure', 'Fantasy', 'Light Novels', 'Romance', 'Animal Characteristics', 'Betrayal', 'Dark Fantasy', 'Isekai', 'Person in a Strange World', 'Prophecy', 'Summoned Into Another World', 'Adapted to Anime', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/the-rising-of-the-shield-hero-light-novel-1-190x270.jpg?t=1625913407"
"Gangsta.","In the city of Ergastulum, a shady ville filled with made men and petty thieves, whores on the make and cops on the take, there are some deeds too dirty for even its jaded inhabitants to touch. Enter the “Handymen,” Nic and Worick, who take care of the jobs no one else will handle. Until the day when a cop they know on the force requests their help in taking down a new gang muscling in on the territory of a top Mafia family. It seems like business (and mayhem) as usual, but the Handymen are about to find that this job is a lot more than they bargained for.",4.5,2011,"['Action', 'Drama', 'Seinen', 'Disability', 'Gangs', 'Hiatus', 'Supernatural', 'Mature Themes', 'Prostitution', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/gangsta-1-285x409.jpg?t=1635876956"
"Demon Apartment","Gu Bai, carrying his painting board behind him, has moved into an amazing apartment. He noticed that the neighbour to his left is a headline queen, and on his right is the infamous acting king. On the upper floor, there is a supermodel living on the left side and a gold medal lawyer on the right side. And across his room, is a powerful big shot who is constantly featured in finance magazines. The ordinary Gu Bai will soon begin an unordinary day.",4.5,2020,"['BL', 'Manhua', 'Shounen-ai', 'Webtoons', 'Full Color', 'Supernatural', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/demon-apartment-1-190x266.jpg?t=1625927974"
"A Painter Behind the Curtain","Ian is a painter with a natural-born talent, but his love for painting is soon lost after being forced to work for the cruel and greedy Bardi family. No one knows that he's the genius behind the beautiful works of art that the famous family claims as their own. That is until one day, when the wealthy merchant Raymond comes for a portrait and his interest in Ian is piqued… Can Raymond help him to see the beauty in the world again? Or will Ian's true talent forever remain unseen?",4.5,2015,"['BL', 'Manhwa', 'Romance', 'Yaoi', 'Art', 'Europe', 'Historical', 'Mature Romance']","https://cdn.anime-planet.com/manga/primary/a-painter-behind-the-curtain-1-190x276.jpg?t=1625925321"
"Rebirth of the Thief Who Roamed The World (Novel)","The world’s largest VRMMO, Conviction, was almost like a second world for humanity. It had integrated itself into the real world’s economy, with both corporations and individuals seeking their fortunes through the game. In this game, Nie Yan prided himself in his Level 180 Thief. He could barely be considered among the top experts in the game. Though, that was the only thing he could take pride in. He was penniless and unable to advance in life; a situation he was forced into by the enemy of his father. If it weren’t for the little money he made by selling off items in Conviction, he would’ve barely been able to eat. In the end, he chose to settle his matters once and for all. He assassinated his father’s enemy. He lay dying shortly after being shot in the pursuit. However, that wasn’t the end of his story. Instead, he awoke moments later to find that he had reincarnated into his past self. Armed with his experience and knowledge of future events, he sets out to live his life anew.",4.5,2010,"['Action', 'Adventure', 'Fantasy', 'Manhua', 'Web Novels', 'Age Transformation', 'Martial Arts', 'MMORPG', 'School Life', 'Second Chance', 'Supernatural', 'Time Travel', 'Virtual Reality']","https://cdn.anime-planet.com/manga/primary/rebirth-of-the-thief-who-roamed-the-world-novel-1-190x278.jpg?t=1625919161"
"Majo to Kiketsu no Kishi","The great snow-covered kingdom of Bistron, legend has it that an evil witch lives in the Black Forest at the edge of the kingdom. That very witch, Veronica finds herself summoned by the ruler of Bistron through his messenger of noble blood, Ignatius.",4.5,2016,"['Drama', 'Romance', 'Shoujo', 'Magic', 'Supernatural', 'Witches']","https://cdn.anime-planet.com/manga/primary/majo-to-kiketsu-no-kishi-1-190x273.jpg?t=1625918419"
"Kengan Ashura","Since the Edo periods of Japan, gladiator arenas exist in certain areas. In these arenas, wealthy business owners and merchants hire gladiators to fight in unarmed combat where winner takes all. Tokita Ohma, nicknamed ""Ashura"", joins these arenas and devastates his opponents. His spectacular ability to crush his enemies catches the attention of the big business owners, including the Nogi Group chairman, Nogi Hideki.",4.5,2012,"['Action', 'Drama', 'Martial Arts', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/kengan-ashura-1-285x406.jpg?t=1633192848"
"Release that Witch (Novel)","A modern-day engineer is transmigrated to a different world... where he becomes a prince. His surroundings remind him of medieval Europe, but it's not quite the same. In this world, witches actually exist, and they have real magic powers! Magic powers... that can be used as a productive force! The witches must be saved. Their powers must be liberated! We must open our map, fight off demons, solve the conspiracy, and climb the tree of technology!",4.5,2016,"['Action', 'Adventure', 'Fantasy', 'Manhua', 'Web Novels', 'Demons', 'Guns', 'Isekai', 'Kingdom Building', 'Magic', 'Management', 'Medieval', 'Modern Knowledge', 'Nobility', 'Person in a Strange World', 'Political', 'Religion', 'Royalty', 'War', 'Witches']","https://cdn.anime-planet.com/manga/primary/release-that-witch-novel-1-190x253.jpg?t=1625916521"
"Flirting with The Villain's Dad (Novel)","“I fell in love with you the first time I met you.” “But I don’t love you, princess..” Eh? “And you know, I already have a fiancee..” I can barely smile after he finished these two sentences. Just keep calm. “You said she wasn’t your fiancee” “Well, let’s call her my future fiancee then.”",4.5,2018,"['Comedy', 'Fantasy', 'Manhwa', 'Romance', 'Web Novels', 'Isekai', 'Magic', 'Person in a Strange World', 'Royalty', 'Transported Into a Novel']","https://cdn.anime-planet.com/manga/primary/flirting-with-the-villains-dad-novel-1.webp?t=1628025773"
"Silver Diamond","Rakan is the only surviving member of his family, so he lives alone with only a flourishing garden to keep him company. One day, a mysterious man falls into Rakan's garden and tries to kill him, but instead of getting angry Rakan feeds the man, gives him hot food, and offers him a place to stay. As more people mysteriously follow suit Rakan discovers that he looks just like the evil prince of a different world - a man who is exiling unwanted people out of his territory. With the help of this band of misfits - a monster, a man who should have been a woman, a snake that can turn into a sword and a number child - Rakan sets forth to set things right and bring green back to the desert of his new friends' world.",4.5,2003,"['Action', 'BL', 'Comedy', 'Drama', 'Fantasy', 'Shoujo', 'Shounen-ai', 'Person in a Strange World']","https://cdn.anime-planet.com/manga/primary/silver-diamond-1-190x282.jpg?t=1625907574"
"Got A Room?","""Aren't you here to look at the room? Why are you looking at my body?!"" Living in a share house full of sexy girls. The rent went down, but something else is going up! ",4.5,2020,"['Harem', 'Manhwa', 'Romance', 'Webtoons', 'Borderline H', 'Full Color', 'Explicit Sex']","https://cdn.anime-planet.com/manga/primary/got-a-room-1-190x267.jpg?t=1642923025"
"Petit Mignon: Kemonohito Omegaverse","A spin-off about Juda and Daato raising their kids. The trickster twins take the center stage.",4.5,2017,"['BL', 'Fantasy', 'Shounen-ai', 'Slice of Life', 'Animal Protagonists', 'Anthropomorphic', 'Childcare', 'Family Life', 'Non-Human Protagonists', 'Omegaverse', 'Siblings', 'Supernatural']","https://cdn.anime-planet.com/manga/primary/petit-mignon-kemonohito-omegaverse-1-190x269.jpg?t=1625917303"
"Life Lessons with Uramichi Oniisan","How did the cynical Uramichi end up hosting a TV show for small children? And how long is the studio going to let him keep teaching the kids the sorrow and exhaustion of life instead of, say, the ABCs? Uramichi is a 31-year old children's TV host who leads physical exercises and teaches life lessons colored by one main theme: adulthood sucks. Alongside mascots played by a couple of bushy-tailed millennials, and a singing duo whose music embodies the notion of being kicked while you're down, Uramichi wades through the misery of working life, one sardonic comment at a time...",4.5,2017,"['Comedy', 'Josei', 'Dark Comedy', 'Showbiz', 'Work Life', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/life-lessons-with-uramichi-oniisan-1-190x274.jpg?t=1625916875"
"The Friendly Winter","A 19 year old girl with a rare growth disorder that leaves her in the body of a small child meets a boy with a mental disorder, who has the mind of a small boy in a 17 year old's body. A Friendly Winter shares with us the endearing story of their day-to-day lives, joys and tribulations.",4.5,2011,"['Drama', 'Manhwa', 'Slice of Life', 'Webtoons', 'Disability', 'Full Color', 'Mental Illness', 'Psychological']","https://cdn.anime-planet.com/manga/primary/the-friendly-winter-1-190x285.jpg?t=1625911220"
"The Return of the Disaster-Class Hero","There once was the strongest Hero on earth. ""But he died though. How does a guy we killed gonna come back?"" ""I know right. But if there was a way to come back, he would come back."" But did he really come back after 20 years? ""What are you so surprised about? Why. Did you do something to feel guilty about?"" You bastards. I won't let you get away with it.",4.5,2021,"['Action', 'Fantasy', 'Manhwa', 'Webtoons', 'Betrayal', 'Full Color', 'Overpowered Main Characters', 'Revenge', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/the-return-of-the-disaster-class-hero-1-285x399.webp?t=1640267826"
"Magi","In a sand-swept land of caravans, brigands and adventurers, legends tell of the ominous dungeon towers that suddenly appeared 14 years ago. It's said that by clearing one of these prisons, you can obtain treasure beyond your wildest dreams, and even form a contract with magical genies of immense power - assuming you make it out alive. In this world, Alibaba is a young rogue who wants nothing more than to get rich by clearing all of the world's dungeons, starting with the nearby tower Amon; Aladdin is a curious young boy with a magical flute and a hidden ability; and Morgiana is a slave who can't escape her chains. As their fates intertwine, the three find themselves wandering the land, battling powerful enemies, and taking a stand against powerful forces that seek to corrupt the weak and innocent.",4.5,2009,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Dungeon', 'Genies', 'Magic', 'Middle Eastern', 'Political', 'Adapted to Anime']","https://cdn.anime-planet.com/manga/primary/magi-1-190x285.jpg?t=1625909967"
"The Lazy Lord Masters the Sword","After witnessing the shocking death of his mother, young Airen Farreira uses sleep to escape his painful reality, earning him the nickname, “the lazy lord”. Yet, in spite of others’ jeers and whispers, Airen has no intention of changing his ways. But when he awakens one day from a dream about a mysterious swordsman, his life’s trajectory takes a complete turn...",4.5,2021,"['Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Based on a Web Novel']","https://cdn.anime-planet.com/manga/primary/the-lazy-lord-masters-the-sword-1-285x399.webp?t=1640584067"
"Haikyuu-bu!!","A ""high-tension club activities comedy"" series that focuses on rival schools.",4.5,2019,"['Comedy', 'Shounen', 'Sports', 'Basketball', 'School Club', 'School Life']","https://cdn.anime-planet.com/manga/primary/haikyuu-bu-1-190x300.jpg?t=1625921994"
